forecast_date,region,sku_id,medicine_name,category,prophet_forecast,xgb_forecast,ensemble_forecast,lower_bound,upper_bound
2025-01-05,Sabaragamuwa,SKU009,Salbutamol Inhaler,Respiratory,60,60,60,55,65
2025-01-12,Sabaragamuwa,SKU009,Salbutamol Inhaler,Respiratory,56,60,58,51,61
2025-01-19,Sabaragamuwa,SKU009,Salbutamol Inhaler,Respiratory,53,60,56,48,59
2025-01-26,Sabaragamuwa,SKU009,Salbutamol Inhaler,Respiratory,53,60,56,48,58
2025-01-05,Southern,SKU009,Salbutamol Inhaler,Respiratory,139,109,125,128,150
2025-01-12,Southern,SKU009,Salbutamol Inhaler,Respiratory,146,109,129,136,156
2025-01-19,Southern,SKU009,Salbutamol Inhaler,Respiratory,144,109,128,134,155
2025-01-26,Southern,SKU009,Salbutamol Inhaler,Respiratory,136,109,124,128,146
2025-01-05,Uva,SKU009,Salbutamol Inhaler,Respiratory,36,43,39,32,39
2025-01-12,Uva,SKU009,Salbutamol Inhaler,Respiratory,31,43,37,28,35
2025-01-19,Uva,SKU009,Salbutamol Inhaler,Respiratory,27,43,34,23,31
2025-01-26,Uva,SKU009,Salbutamol Inhaler,Respiratory,25,43,33,21,29
2025-01-05,Western,SKU009,Salbutamol Inhaler,Respiratory,393,427,408,353,437
2025-01-12,Western,SKU009,Salbutamol Inhaler,Respiratory,440,427,434,398,482
2025-01-19,Western,SKU009,Salbutamol Inhaler,Respiratory,488,427,461,444,526
2025-01-26,Western,SKU009,Salbutamol Inhaler,Respiratory,504,427,469,462,545
2025-01-05,Central,SKU010,Cetirizine 10mg,Antihistamine,247,230,240,225,272
2025-01-12,Central,SKU010,Cetirizine 10mg,Antihistamine,265,230,250,242,287
2025-01-19,Central,SKU010,Cetirizine 10mg,Antihistamine,275,230,255,252,297
2025-01-26,Central,SKU010,Cetirizine 10mg,Antihistamine,272,230,253,249,295
2025-01-05,Eastern,SKU010,Cetirizine 10mg,Antihistamine,142,129,136,130,154
2025-01-12,Eastern,SKU010,Cetirizine 10mg,Antihistamine,157,129,144,145,168
2025-01-19,Eastern,SKU010,Cetirizine 10mg,Antihistamine,171,129,152,160,182
2025-01-26,Eastern,SKU010,Cetirizine 10mg,Antihistamine,180,129,157,169,191
2025-01-05,North Central,SKU010,Cetirizine 10mg,Antihistamine,107,90,100,97,118
2025-01-12,North Central,SKU010,Cetirizine 10mg,Antihistamine,102,90,97,91,112
2025-01-19,North Central,SKU010,Cetirizine 10mg,Antihistamine,96,90,94,86,107
2025-01-26,North Central,SKU010,Cetirizine 10mg,Antihistamine,97,90,94,87,109
2025-01-05,North Western,SKU010,Cetirizine 10mg,Antihistamine,287,254,272,265,309
2025-01-12,North Western,SKU010,Cetirizine 10mg,Antihistamine,322,254,291,301,343
2025-01-19,North Western,SKU010,Cetirizine 10mg,Antihistamine,346,254,305,325,369
2025-01-26,North Western,SKU010,Cetirizine 10mg,Antihistamine,354,254,309,332,377
2025-01-05,Northern,SKU010,Cetirizine 10mg,Antihistamine,107,121,113,92,121
2025-01-12,Northern,SKU010,Cetirizine 10mg,Antihistamine,101,121,110,87,115
2025-01-19,Northern,SKU010,Cetirizine 10mg,Antihistamine,103,121,111,88,116
2025-01-26,Northern,SKU010,Cetirizine 10mg,Antihistamine,104,121,112,90,119
2025-01-05,Sabaragamuwa,SKU010,Cetirizine 10mg,Antihistamine,104,95,100,94,117
2025-01-12,Sabaragamuwa,SKU010,Cetirizine 10mg,Antihistamine,119,95,109,107,131
2025-01-19,Sabaragamuwa,SKU010,Cetirizine 10mg,Antihistamine,123,95,110,111,134
2025-01-26,Sabaragamuwa,SKU010,Cetirizine 10mg,Antihistamine,116,95,107,104,128
2025-01-05,Southern,SKU010,Cetirizine 10mg,Antihistamine,205,199,202,186,224
2025-01-12,Southern,SKU010,Cetirizine 10mg,Antihistamine,210,199,205,191,228
2025-01-19,Southern,SKU010,Cetirizine 10mg,Antihistamine,210,199,205,190,229
2025-01-26,Southern,SKU010,Cetirizine 10mg,Antihistamine,207,199,203,188,226
2025-01-05,Uva,SKU010,Cetirizine 10mg,Antihistamine,70,78,74,59,80
2025-01-12,Uva,SKU010,Cetirizine 10mg,Antihistamine,77,78,77,66,87
2025-01-19,Uva,SKU010,Cetirizine 10mg,Antihistamine,85,78,82,75,96
2025-01-26,Uva,SKU010,Cetirizine 10mg,Antihistamine,88,78,83,78,98
2025-01-05,Western,SKU010,Cetirizine 10mg,Antihistamine,797,794,796,693,906
2025-01-12,Western,SKU010,Cetirizine 10mg,Antihistamine,788,794,791,676,904
2025-01-19,Western,SKU010,Cetirizine 10mg,Antihistamine,776,794,784,662,881
2025-01-26,Western,SKU010,Cetirizine 10mg,Antihistamine,765,794,778,650,882
2025-01-05,Central,SKU011,Metformin 500mg,Diabetes,258,285,270,229,286
2025-01-12,Central,SKU011,Metformin 500mg,Diabetes,235,285,258,208,261
2025-01-19,Central,SKU011,Metformin 500mg,Diabetes,231,285,255,204,260
2025-01-26,Central,SKU011,Metformin 500mg,Diabetes,245,285,263,218,273
2025-01-05,Eastern,SKU011,Metformin 500mg,Diabetes,147,178,161,129,166
2025-01-12,Eastern,SKU011,Metformin 500mg,Diabetes,131,178,152,112,148
2025-01-19,Eastern,SKU011,Metformin 500mg,Diabetes,132,178,153,114,151
2025-01-26,Eastern,SKU011,Metformin 500mg,Diabetes,151,178,163,133,170
2025-01-05,North Central,SKU011,Metformin 500mg,Diabetes,150,137,144,135,165
2025-01-12,North Central,SKU011,Metformin 500mg,Diabetes,159,137,149,143,174
2025-01-19,North Central,SKU011,Metformin 500mg,Diabetes,154,137,147,139,169
2025-01-26,North Central,SKU011,Metformin 500mg,Diabetes,145,137,141,130,160
2025-01-05,North Western,SKU011,Metformin 500mg,Diabetes,330,345,337,293,366
2025-01-12,North Western,SKU011,Metformin 500mg,Diabetes,324,345,333,290,359
2025-01-19,North Western,SKU011,Metformin 500mg,Diabetes,304,345,322,269,341
2025-01-26,North Western,SKU011,Metformin 500mg,Diabetes,286,345,312,250,322
2025-01-05,Northern,SKU011,Metformin 500mg,Diabetes,181,180,181,163,199
2025-01-12,Northern,SKU011,Metformin 500mg,Diabetes,179,180,179,159,197
2025-01-19,Northern,SKU011,Metformin 500mg,Diabetes,175,180,177,156,193
2025-01-26,Northern,SKU011,Metformin 500mg,Diabetes,172,180,176,154,192
2025-01-05,Sabaragamuwa,SKU011,Metformin 500mg,Diabetes,142,150,146,123,161
2025-01-12,Sabaragamuwa,SKU011,Metformin 500mg,Diabetes,150,150,150,129,170
2025-01-19,Sabaragamuwa,SKU011,Metformin 500mg,Diabetes,164,150,157,143,183
2025-01-26,Sabaragamuwa,SKU011,Metformin 500mg,Diabetes,174,150,163,154,193
2025-01-05,Southern,SKU011,Metformin 500mg,Diabetes,319,305,313,288,348
2025-01-12,Southern,SKU011,Metformin 500mg,Diabetes,321,305,314,292,350
2025-01-19,Southern,SKU011,Metformin 500mg,Diabetes,311,305,309,283,343
2025-01-26,Southern,SKU011,Metformin 500mg,Diabetes,306,305,306,278,335
2025-01-05,Uva,SKU011,Metformin 500mg,Diabetes,97,122,108,88,104
2025-01-12,Uva,SKU011,Metformin 500mg,Diabetes,96,122,107,87,104
2025-01-19,Uva,SKU011,Metformin 500mg,Diabetes,99,122,109,91,107
2025-01-26,Uva,SKU011,Metformin 500mg,Diabetes,100,122,110,92,108
2025-01-05,Western,SKU011,Metformin 500mg,Diabetes,1012,1092,1048,882,1135
2025-01-12,Western,SKU011,Metformin 500mg,Diabetes,1008,1092,1046,880,1147
2025-01-19,Western,SKU011,Metformin 500mg,Diabetes,1030,1092,1058,901,1157
2025-01-26,Western,SKU011,Metformin 500mg,Diabetes,1079,1092,1085,948,1212
2025-01-05,Central,SKU012,Amlodipine 5mg,Cardiovascular,278,312,293,252,302
2025-01-12,Central,SKU012,Amlodipine 5mg,Cardiovascular,268,312,288,243,291
2025-01-19,Central,SKU012,Amlodipine 5mg,Cardiovascular,252,312,279,228,275
2025-01-26,Central,SKU012,Amlodipine 5mg,Cardiovascular,244,312,274,220,269
2025-01-05,Eastern,SKU012,Amlodipine 5mg,Cardiovascular,162,170,166,148,178
2025-01-12,Eastern,SKU012,Amlodipine 5mg,Cardiovascular,146,170,157,130,162
2025-01-19,Eastern,SKU012,Amlodipine 5mg,Cardiovascular,141,170,154,124,158
2025-01-26,Eastern,SKU012,Amlodipine 5mg,Cardiovascular,146,170,157,130,161
2025-01-05,North Central,SKU012,Amlodipine 5mg,Cardiovascular,93,117,104,79,108
2025-01-12,North Central,SKU012,Amlodipine 5mg,Cardiovascular,104,117,110,90,119
2025-01-19,North Central,SKU012,Amlodipine 5mg,Cardiovascular,116,117,117,103,132
2025-01-26,North Central,SKU012,Amlodipine 5mg,Cardiovascular,121,117,119,106,135
2025-01-05,North Western,SKU012,Amlodipine 5mg,Cardiovascular,186,310,242,154,222
2025-01-12,North Western,SKU012,Amlodipine 5mg,Cardiovascular,184,310,241,150,221
2025-01-19,North Western,SKU012,Amlodipine 5mg,Cardiovascular,208,310,254,174,242
2025-01-26,North Western,SKU012,Amlodipine 5mg,Cardiovascular,212,310,256,174,247
2025-01-05,Northern,SKU012,Amlodipine 5mg,Cardiovascular,186,152,171,170,202
2025-01-12,Northern,SKU012,Amlodipine 5mg,Cardiovascular,203,152,180,188,218
2025-01-19,Northern,SKU012,Amlodipine 5mg,Cardiovascular,200,152,179,185,216
2025-01-26,Northern,SKU012,Amlodipine 5mg,Cardiovascular,186,152,171,171,201
2025-01-05,Sabaragamuwa,SKU012,Amlodipine 5mg,Cardiovascular,138,128,134,126,150
2025-01-12,Sabaragamuwa,SKU012,Amlodipine 5mg,Cardiovascular,129,128,129,117,141
2025-01-19,Sabaragamuwa,SKU012,Amlodipine 5mg,Cardiovascular,115,128,121,103,126
2025-01-26,Sabaragamuwa,SKU012,Amlodipine 5mg,Cardiovascular,110,128,118,99,121
2025-01-05,Southern,SKU012,Amlodipine 5mg,Cardiovascular,278,248,264,245,311
2025-01-12,Southern,SKU012,Amlodipine 5mg,Cardiovascular,293,248,273,260,325
2025-01-19,Southern,SKU012,Amlodipine 5mg,Cardiovascular,281,248,266,250,316
2025-01-26,Southern,SKU012,Amlodipine 5mg,Cardiovascular,258,248,253,227,289
2025-01-05,Uva,SKU012,Amlodipine 5mg,Cardiovascular,79,88,83,69,88
2025-01-12,Uva,SKU012,Amlodipine 5mg,Cardiovascular,78,88,82,68,87
2025-01-19,Uva,SKU012,Amlodipine 5mg,Cardiovascular,80,88,84,71,90
2025-01-26,Uva,SKU012,Amlodipine 5mg,Cardiovascular,81,88,84,72,90
2025-01-05,Western,SKU012,Amlodipine 5mg,Cardiovascular,1021,986,1005,906,1143
2025-01-12,Western,SKU012,Amlodipine 5mg,Cardiovascular,1080,986,1038,952,1203
2025-01-19,Western,SKU012,Amlodipine 5mg,Cardiovascular,1114,986,1057,1002,1233
2025-01-26,Western,SKU012,Amlodipine 5mg,Cardiovascular,1128,986,1064,1010,1246
2025-01-05,Central,SKU013,Vitamin C 500mg,Supplement,293,266,281,264,326
2025-01-12,Central,SKU013,Vitamin C 500mg,Supplement,292,266,280,261,325
2025-01-19,Central,SKU013,Vitamin C 500mg,Supplement,274,266,270,243,307
2025-01-26,Central,SKU013,Vitamin C 500mg,Supplement,255,266,260,226,285
2025-01-05,Eastern,SKU013,Vitamin C 500mg,Supplement,158,153,156,141,176
2025-01-12,Eastern,SKU013,Vitamin C 500mg,Supplement,172,153,163,154,189
2025-01-19,Eastern,SKU013,Vitamin C 500mg,Supplement,174,153,164,157,190
2025-01-26,Eastern,SKU013,Vitamin C 500mg,Supplement,165,153,159,148,183
2025-01-05,North Central,SKU013,Vitamin C 500mg,Supplement,128,130,129,112,143
2025-01-12,North Central,SKU013,Vitamin C 500mg,Supplement,129,130,130,114,144
2025-01-19,North Central,SKU013,Vitamin C 500mg,Supplement,130,130,130,115,144
2025-01-26,North Central,SKU013,Vitamin C 500mg,Supplement,126,130,128,111,141
2025-01-05,North Western,SKU013,Vitamin C 500mg,Supplement,306,306,306,269,344
2025-01-12,North Western,SKU013,Vitamin C 500mg,Supplement,309,306,307,273,345
2025-01-19,North Western,SKU013,Vitamin C 500mg,Supplement,315,306,311,280,353
2025-01-26,North Western,SKU013,Vitamin C 500mg,Supplement,328,306,318,290,365
2025-01-05,Northern,SKU013,Vitamin C 500mg,Supplement,197,161,181,184,212
2025-01-12,Northern,SKU013,Vitamin C 500mg,Supplement,199,161,181,184,212
2025-01-19,Northern,SKU013,Vitamin C 500mg,Supplement,193,161,178,179,207
2025-01-26,Northern,SKU013,Vitamin C 500mg,Supplement,190,161,177,175,204
2025-01-05,Sabaragamuwa,SKU013,Vitamin C 500mg,Supplement,104,117,110,91,120
2025-01-12,Sabaragamuwa,SKU013,Vitamin C 500mg,Supplement,113,117,115,98,128
2025-01-19,Sabaragamuwa,SKU013,Vitamin C 500mg,Supplement,128,117,123,115,143
2025-01-26,Sabaragamuwa,SKU013,Vitamin C 500mg,Supplement,133,117,126,119,148
2025-01-05,Southern,SKU013,Vitamin C 500mg,Supplement,217,239,227,187,247
2025-01-12,Southern,SKU013,Vitamin C 500mg,Supplement,220,239,229,191,250
2025-01-19,Southern,SKU013,Vitamin C 500mg,Supplement,226,239,232,196,255
2025-01-26,Southern,SKU013,Vitamin C 500mg,Supplement,226,239,232,196,256
2025-01-05,Uva,SKU013,Vitamin C 500mg,Supplement,109,94,102,100,119
2025-01-12,Uva,SKU013,Vitamin C 500mg,Supplement,120,94,108,111,130
2025-01-19,Uva,SKU013,Vitamin C 500mg,Supplement,119,94,107,109,127
2025-01-26,Uva,SKU013,Vitamin C 500mg,Supplement,111,94,103,101,120
2025-01-05,Western,SKU013,Vitamin C 500mg,Supplement,1033,1018,1027,908,1165
2025-01-12,Western,SKU013,Vitamin C 500mg,Supplement,1165,1018,1099,1046,1287
2025-01-19,Western,SKU013,Vitamin C 500mg,Supplement,1242,1018,1141,1116,1368
2025-01-26,Western,SKU013,Vitamin C 500mg,Supplement,1231,1018,1135,1115,1368
2025-01-05,Central,SKU014,Zinc Supplement,Supplement,149,146,148,133,166
2025-01-12,Central,SKU014,Zinc Supplement,Supplement,157,146,152,141,174
2025-01-19,Central,SKU014,Zinc Supplement,Supplement,155,146,151,139,171
2025-01-26,Central,SKU014,Zinc Supplement,Supplement,145,146,146,129,162
2025-01-05,Eastern,SKU014,Zinc Supplement,Supplement,99,91,96,88,110
2025-01-12,Eastern,SKU014,Zinc Supplement,Supplement,96,91,94,84,107
2025-01-19,Eastern,SKU014,Zinc Supplement,Supplement,92,91,92,81,103
2025-01-26,Eastern,SKU014,Zinc Supplement,Supplement,92,91,92,81,103
2025-01-05,North Central,SKU014,Zinc Supplement,Supplement,67,69,68,58,77
2025-01-12,North Central,SKU014,Zinc Supplement,Supplement,70,69,69,60,79
2025-01-19,North Central,SKU014,Zinc Supplement,Supplement,70,69,70,61,79
2025-01-26,North Central,SKU014,Zinc Supplement,Supplement,69,69,69,60,79
2025-01-05,North Western,SKU014,Zinc Supplement,Supplement,119,145,131,105,134
2025-01-12,North Western,SKU014,Zinc Supplement,Supplement,122,145,132,108,136
2025-01-19,North Western,SKU014,Zinc Supplement,Supplement,130,145,137,116,145
2025-01-26,North Western,SKU014,Zinc Supplement,Supplement,138,145,141,125,150
2025-01-05,Northern,SKU014,Zinc Supplement,Supplement,88,85,86,78,97
2025-01-12,Northern,SKU014,Zinc Supplement,Supplement,88,85,86,79,97
2025-01-19,Northern,SKU014,Zinc Supplement,Supplement,85,85,85,76,94
2025-01-26,Northern,SKU014,Zinc Supplement,Supplement,82,85,83,74,92
2025-01-05,Sabaragamuwa,SKU014,Zinc Supplement,Supplement,73,77,75,65,80
2025-01-12,Sabaragamuwa,SKU014,Zinc Supplement,Supplement,77,77,77,70,84
2025-01-19,Sabaragamuwa,SKU014,Zinc Supplement,Supplement,79,77,78,71,86
2025-01-26,Sabaragamuwa,SKU014,Zinc Supplement,Supplement,78,77,77,71,85
2025-01-05,Southern,SKU014,Zinc Supplement,Supplement,130,135,132,116,145
2025-01-12,Southern,SKU014,Zinc Supplement,Supplement,138,135,137,122,154
2025-01-19,Southern,SKU014,Zinc Supplement,Supplement,146,135,141,131,161
2025-01-26,Southern,SKU014,Zinc Supplement,Supplement,150,135,144,135,167
2025-01-05,Uva,SKU014,Zinc Supplement,Supplement,45,51,48,38,52
2025-01-12,Uva,SKU014,Zinc Supplement,Supplement,44,51,47,37,50
2025-01-19,Uva,SKU014,Zinc Supplement,Supplement,42,51,46,35,49
2025-01-26,Uva,SKU014,Zinc Supplement,Supplement,39,51,45,32,46
2025-01-05,Western,SKU014,Zinc Supplement,Supplement,498,521,508,444,562
2025-01-12,Western,SKU014,Zinc Supplement,Supplement,545,521,534,482,608
2025-01-19,Western,SKU014,Zinc Supplement,Supplement,603,521,566,540,662
2025-01-26,Western,SKU014,Zinc Supplement,Supplement,629,521,580,570,693
2025-01-05,Central,SKU015,Omeprazole 20mg,Gastrointestinal,200,187,194,179,222
2025-01-12,Central,SKU015,Omeprazole 20mg,Gastrointestinal,225,187,208,205,244
2025-01-19,Central,SKU015,Omeprazole 20mg,Gastrointestinal,222,187,206,202,242
2025-01-26,Central,SKU015,Omeprazole 20mg,Gastrointestinal,198,187,193,177,218
2025-01-05,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,133,107,122,119,147
2025-01-12,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,157,107,134,144,172
2025-01-19,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,162,107,137,149,177
2025-01-26,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,152,107,132,138,167
2025-01-05,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,102,95,99,94,109
2025-01-12,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,105,95,101,97,113
2025-01-19,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,102,95,99,94,109
2025-01-26,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,97,95,96,89,105
2025-01-05,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,203,226,213,184,222
2025-01-12,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,209,226,217,191,229
2025-01-19,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,229,226,228,210,248
2025-01-26,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,244,226,236,226,264
2025-01-05,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,85,95,90,75,95
2025-01-12,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,81,95,88,71,92
2025-01-19,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,81,95,87,70,91
2025-01-26,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,84,95,89,73,94
2025-01-05,Sabaragamuwa,SKU015,Omeprazole 20mg,Gastrointestinal,87,87,87,79,95
2025-01-12,Sabaragamuwa,SKU015,Omeprazole 20mg,Gastrointestinal,86,87,86,78,94
2025-01-19,Sabaragamuwa,SKU015,Omeprazole 20mg,Gastrointestinal,80,87,83,72,89
2025-01-26,Sabaragamuwa,SKU015,Omeprazole 20mg,Gastrointestinal,77,87,82,69,86
2025-01-05,Southern,SKU015,Omeprazole 20mg,Gastrointestinal,194,163,180,176,213
2025-01-12,Southern,SKU015,Omeprazole 20mg,Gastrointestinal,204,163,186,183,222
2025-01-19,Southern,SKU015,Omeprazole 20mg,Gastrointestinal,194,163,180,176,213
2025-01-26,Southern,SKU015,Omeprazole 20mg,Gastrointestinal,176,163,170,157,195
2025-01-05,Uva,SKU015,Omeprazole 20mg,Gastrointestinal,70,71,70,62,77
2025-01-12,Uva,SKU015,Omeprazole 20mg,Gastrointestinal,70,71,70,62,78
2025-01-19,Uva,SKU015,Omeprazole 20mg,Gastrointestinal,66,71,68,58,74
2025-01-26,Uva,SKU015,Omeprazole 20mg,Gastrointestinal,61,71,66,54,69
2025-01-05,Western,SKU015,Omeprazole 20mg,Gastrointestinal,913,664,801,847,987
2025-01-12,Western,SKU015,Omeprazole 20mg,Gastrointestinal,1016,664,857,944,1089
2025-01-19,Western,SKU015,Omeprazole 20mg,Gastrointestinal,1019,664,859,948,1097
2025-01-26,Western,SKU015,Omeprazole 20mg,Gastrointestinal,944,664,818,869,1023
